tstart	tend	srcip	dstip	proto	sport	dport	pkts	bytes
2016-07-08 11:04:39	2016-07-08 11:04:39	172.10.1.173	10.199.250.2	TCP	3910	32099	46	2696
2016-07-08 10:08:36	2016-07-08 10:08:36	172.10.1.173	10.199.250.2	TCP	4007	5089	30	1628
2016-07-08 16:11:28	2016-07-08 16:11:28	172.10.1.173	10.199.250.2	TCP	4160	12874	44	2384
2016-07-08 10:40:22	2016-07-08 10:40:22	172.10.1.173	10.199.250.2	TCP	4165	5897	14	764
2016-07-08 07:58:46	2016-07-08 07:58:46	172.10.1.173	10.199.250.2	TCP	4465	1799	59	3194
2016-07-08 08:22:35	2016-07-08 08:22:35	172.10.1.173	10.199.250.2	TCP	4612	19346	61	3862
2016-07-08 10:44:08	2016-07-08 10:44:08	172.10.1.173	10.199.250.2	TCP	4695	5991	41	2222
2016-07-08 11:56:55	2016-07-08 11:56:55	172.10.1.173	10.199.250.2	TCP	4706	7846	34	1844
2016-07-08 09:08:27	2016-07-08 09:08:27	172.10.1.173	10.199.250.2	TCP	4772	29155	48	2732
2016-07-08 16:27:32	2016-07-08 16:27:32	172.10.1.173	10.199.250.2	TCP	4778	13282	30	1628
2016-07-08 11:48:44	2016-07-08 11:48:44	172.10.1.173	10.199.250.2	TCP	4912	7634	42	2276
2016-07-08 13:03:30	2016-07-08 13:03:30	172.10.1.173	10.199.250.2	TCP	5000	8101	38	2060
2016-07-08 11:21:21	2016-07-08 11:21:21	172.10.1.174	10.199.250.2	TCP	1040	5499	48	2600
2016-07-08 07:29:58	2016-07-08 07:29:58	172.10.1.174	10.199.250.2	TCP	1265	13734	30	1628
2016-07-08 11:22:44	2016-07-08 11:22:44	172.10.1.174	10.199.250.2	TCP	1344	32543	14	764
2016-07-08 14:18:28	2016-07-08 14:18:28	172.10.1.174	10.199.250.2	TCP	1394	11436	35	1898
2016-07-08 14:22:13	2016-07-08 14:22:13	172.10.1.174	10.199.250.2	TCP	1420	10099	14	764
2016-07-08 13:46:24	2016-07-08 13:46:24	172.10.1.174	10.199.250.2	TCP	1841	10620	42	2276
2016-07-08 14:50:26	2016-07-08 14:50:26	172.10.1.174	10.199.250.2	TCP	1846	10816	46	2492
2016-07-08 09:24:40	2016-07-08 09:24:40	172.10.1.174	10.199.250.2	TCP	2195	29571	14	764
2016-07-08 16:14:58	2016-07-08 16:14:58	172.10.1.174	10.199.250.2	TCP	2204	12957	27	1466
2016-07-08 09:33:44	2016-07-08 09:33:44	172.10.1.174	10.199.250.2	TCP	2216	21135	14	764
2016-07-08 16:01:35	2016-07-08 16:01:35	172.10.1.174	10.199.250.2	TCP	2319	12623	35	1898
2016-07-08 10:56:31	2016-07-08 10:56:31	172.10.1.174	10.199.250.2	TCP	2367	23240	57	3314
2016-07-08 08:17:46	2016-07-08 08:17:46	172.10.1.174	10.199.250.2	TCP	2371	27868	41	2330
2016-07-08 07:37:59	2016-07-08 07:37:59	172.10.1.174	10.199.250.2	TCP	2454	26843	54	3212
2016-07-08 08:39:18	2016-07-08 08:39:18	172.10.1.174	10.199.250.2	TCP	2485	2824	37	2006
2016-07-08 09:04:54	2016-07-08 09:04:54	172.10.1.174	10.199.250.2	TCP	2566	2041	35	1898
2016-07-08 09:26:44	2016-07-08 09:26:44	172.10.1.174	10.199.250.2	TCP	2726	4029	14	764
2016-07-08 08:55:08	2016-07-08 08:55:08	172.10.1.174	10.199.250.2	TCP	2749	15916	14	764
2016-07-08 15:33:21	2016-07-08 15:33:21	172.10.1.174	10.199.250.2	TCP	3109	11911	30	1628
2016-07-08 15:13:25	2016-07-08 15:13:25	172.10.1.174	10.199.250.2	TCP	3182	12834	49	2654
2016-07-08 08:44:58	2016-07-08 08:44:58	172.10.1.174	10.199.250.2	TCP	3211	35101	38	2096
2016-07-08 14:37:59	2016-07-08 14:37:59	172.10.1.174	10.199.250.2	TCP	3297	11933	52	2816
2016-07-08 09:43:12	2016-07-08 09:43:12	172.10.1.174	10.199.250.2	TCP	3635	3003	30	1628
2016-07-08 13:46:59	2016-07-08 13:46:59	172.10.1.174	10.199.250.2	TCP	3752	9204	51	2762
2016-07-08 12:19:45	2016-07-08 12:19:45	172.10.1.174	10.199.250.2	TCP	3766	6988	29	1574
2016-07-08 13:58:37	2016-07-08 13:58:37	172.10.1.174	10.199.250.2	TCP	3768	10931	35	1898
2016-07-08 12:17:01	2016-07-08 12:17:01	172.10.1.174	10.199.250.2	TCP	3780	8354	14	764
2016-07-08 11:13:08	2016-07-08 11:13:08	172.10.1.174	10.199.250.2	TCP	3923	5289	30	1628
2016-07-08 09:08:50	2016-07-08 09:08:50	172.10.1.174	10.199.250.2	TCP	3974	2142	14	764
2016-07-08 10:01:37	2016-07-08 10:01:37	172.10.1.174	10.199.250.2	TCP	4199	3474	30	1628
2016-07-08 14:38:38	2016-07-08 14:38:38	172.10.1.174	10.199.250.2	TCP	4254	10517	30	1628
2016-07-08 10:40:16	2016-07-08 10:40:16	172.10.1.174	10.199.250.2	TCP	4474	4462	35	1898
2016-07-08 09:50:35	2016-07-08 09:50:35	172.10.1.174	10.199.250.2	TCP	4573	3193	29	1574
2016-07-08 08:47:25	2016-07-08 08:47:25	172.10.1.174	10.199.250.2	TCP	4641	3029	31	1682
2016-07-08 14:10:32	2016-07-08 14:10:32	172.10.1.174	10.199.250.2	TCP	4662	9803	46	2492
2016-07-08 15:41:40	2016-07-08 15:41:40	172.10.1.174	10.199.250.2	TCP	4893	12119	30	1628
2016-07-08 10:22:24	2016-07-08 10:22:24	172.10.1.175	10.199.250.2	TCP	1094	31031	18	1040
2016-07-08 08:34:55	2016-07-08 08:34:55	172.10.1.175	10.199.250.2	TCP	1098	28315	56	3032
2016-07-08 07:45:46	2016-07-08 07:45:46	172.10.1.175	10.199.250.2	TCP	1127	24563	22	1292
2016-07-08 13:06:10	2016-07-08 13:06:10	172.10.1.175	10.199.250.2	TCP	1169	8168	14	764
2016-07-08 13:01:29	2016-07-08 13:01:29	172.10.1.175	10.199.250.2	TCP	1450	9429	38	2060
2016-07-08 11:03:20	2016-07-08 11:03:20	172.10.1.175	10.199.250.2	TCP	1517	5048	35	1898
2016-07-08 15:10:21	2016-07-08 15:10:21	172.10.1.175	10.199.250.2	TCP	1629	12754	36	1952
2016-07-08 10:32:10	2016-07-08 10:32:10	172.10.1.175	10.199.250.2	TCP	1764	5689	35	1898
2016-07-08 10:55:37	2016-07-08 10:55:37	172.10.1.175	10.199.250.2	TCP	1804	4854	14	764
2016-07-08 09:38:13	2016-07-08 09:38:13	172.10.1.175	10.199.250.2	TCP	1851	17005	29	1574
2016-07-08 08:22:46	2016-07-08 08:22:46	172.10.1.175	10.199.250.2	TCP	1933	15093	14	764
2016-07-08 07:53:07	2016-07-08 07:53:07	172.10.1.175	10.199.250.2	TCP	2056	24744	50	2804
2016-07-08 08:58:45	2016-07-08 08:58:45	172.10.1.175	10.199.250.2	TCP	2103	3316	14	764
2016-07-08 09:35:34	2016-07-08 09:35:34	172.10.1.175	10.199.250.2	TCP	2278	29841	43	2330
2016-07-08 10:04:22	2016-07-08 10:04:22	172.10.1.175	10.199.250.2	TCP	2330	21911	34	1940
2016-07-08 09:02:46	2016-07-08 09:02:46	172.10.1.175	10.199.250.2	TCP	2413	16107	31	1682
2016-07-08 09:22:20	2016-07-08 09:22:20	172.10.1.175	10.199.250.2	TCP	2420	3920	38	2060
2016-07-08 08:48:14	2016-07-08 08:48:14	172.10.1.175	10.199.250.2	TCP	2442	35179	32	1736
2016-07-08 09:18:19	2016-07-08 09:18:19	172.10.1.175	10.199.250.2	TCP	2499	3820	34	1844
2016-07-08 14:42:03	2016-07-08 14:42:03	172.10.1.175	10.199.250.2	TCP	2535	12037	34	1844
2016-07-08 13:02:02	2016-07-08 13:02:02	172.10.1.175	10.199.250.2	TCP	2651	8063	23	1250
2016-07-08 09:03:17	2016-07-08 09:03:17	172.10.1.175	10.199.250.2	TCP	2841	26293	27	1466
2016-07-08 09:10:37	2016-07-08 09:10:37	172.10.1.175	10.199.250.2	TCP	2873	3620	48	2600
2016-07-08 13:38:21	2016-07-08 13:38:21	172.10.1.175	10.199.250.2	TCP	2904	10417	35	1898
2016-07-08 07:42:32	2016-07-08 07:42:32	172.10.1.175	10.199.250.2	TCP	2920	21	96	5875
2016-07-08 11:19:33	2016-07-08 11:19:33	172.10.1.175	10.199.250.2	TCP	2940	5449	29	1574
2016-07-08 14:37:15	2016-07-08 14:37:15	172.10.1.175	10.199.250.2	TCP	2961	10486	37	2006
2016-07-08 08:14:09	2016-07-08 08:14:09	172.10.1.175	10.199.250.2	TCP	3188	14870	29	1574
2016-07-08 13:49:50	2016-07-08 13:49:50	172.10.1.175	10.199.250.2	TCP	3400	9279	35	1898
2016-07-08 09:07:51	2016-07-08 09:07:51	172.10.1.175	10.199.250.2	TCP	3457	35682	37	2114
2016-07-08 10:27:52	2016-07-08 10:27:52	172.10.1.175	10.199.250.2	TCP	3487	22512	45	2750
2016-07-08 09:41:50	2016-07-08 09:41:50	172.10.1.175	10.199.250.2	TCP	3597	4414	35	1898
2016-07-08 14:29:01	2016-07-08 14:29:01	172.10.1.175	10.199.250.2	TCP	3799	10275	14	764
2016-07-08 13:31:06	2016-07-08 13:31:06	172.10.1.175	10.199.250.2	TCP	3999	10240	29	1574
2016-07-08 07:19:06	2016-07-08 07:19:06	172.10.1.175	10.199.250.2	TCP	4004	13487	49	2654
2016-07-08 15:17:07	2016-07-08 15:17:07	172.10.1.175	10.199.250.2	TCP	4068	11494	33	1790
2016-07-08 08:23:10	2016-07-08 08:23:10	172.10.1.175	10.199.250.2	TCP	4084	28017	30	1628
2016-07-08 09:43:01	2016-07-08 09:43:01	172.10.1.175	10.199.250.2	TCP	4201	30033	31	1682
2016-07-08 10:14:03	2016-07-08 10:14:03	172.10.1.175	10.199.250.2	TCP	4300	30825	51	2762
2016-07-08 10:08:54	2016-07-08 10:08:54	172.10.1.175	10.199.250.2	TCP	4319	5099	30	1628
2016-07-08 09:58:20	2016-07-08 09:58:20	172.10.1.175	10.199.250.2	TCP	4336	17514	31	1730
2016-07-08 14:21:13	2016-07-08 14:21:13	172.10.1.175	10.199.250.2	TCP	4361	10079	54	2924
2016-07-08 09:54:20	2016-07-08 09:54:20	172.10.1.175	10.199.250.2	TCP	4507	17415	14	764
2016-07-08 10:20:23	2016-07-08 10:20:23	172.10.1.175	10.199.250.2	TCP	4712	5390	46	2492
2016-07-08 07:42:53	2016-07-08 07:42:53	172.10.1.175	10.199.250.2	TCP	4833	26992	17	962
2016-07-08 10:37:21	2016-07-08 10:37:21	172.10.1.175	10.199.250.2	TCP	4850	31415	17	1010
2016-07-08 10:33:50	2016-07-08 10:33:50	172.10.1.175	10.199.250.2	TCP	4866	31324	38	2096
2016-07-08 09:55:00	2016-07-08 09:55:00	172.10.1.176	10.199.250.2	TCP	1133	17428	27	1466
2016-07-08 09:23:13	2016-07-08 09:23:13	172.10.1.176	10.199.250.2	TCP	1672	20870	58	3140
2016-07-08 10:49:18	2016-07-08 10:49:18	172.10.1.176	10.199.250.2	TCP	1844	31711	44	2524
2016-07-08 08:51:51	2016-07-08 08:51:51	172.10.1.176	10.199.250.2	TCP	1892	3142	14	764
2016-07-08 12:38:03	2016-07-08 12:38:03	172.10.1.176	10.199.250.2	TCP	1951	8891	14	764
2016-07-08 15:14:08	2016-07-08 15:14:08	172.10.1.176	10.199.250.2	TCP	2078	11425	40	2168
2016-07-08 09:45:33	2016-07-08 09:45:33	172.10.1.176	10.199.250.2	TCP	2245	30098	46	2492
2016-07-08 12:13:08	2016-07-08 12:13:08	172.10.1.176	10.199.250.2	TCP	2396	6814	35	1898
2016-07-08 10:49:29	2016-07-08 10:49:29	172.10.1.176	10.199.250.2	TCP	2452	23060	37	2042
2016-07-08 10:53:22	2016-07-08 10:53:22	172.10.1.176	10.199.250.2	TCP	2637	31815	52	2972
2016-07-08 10:18:46	2016-07-08 10:18:46	172.10.1.176	10.199.250.2	TCP	2711	22276	41	2222
2016-07-08 07:29:57	2016-07-08 07:29:57	172.10.1.176	10.199.250.2	TCP	2964	33261	3	186
2016-07-08 10:20:31	2016-07-08 10:20:31	172.10.1.176	10.199.250.2	TCP	2969	30982	14	764
2016-07-08 08:04:22	2016-07-08 08:04:22	172.10.1.176	10.199.250.2	TCP	3005	14620	14	764
2016-07-08 14:26:40	2016-07-08 14:26:40	172.10.1.176	10.199.250.2	TCP	3017	11647	33	1790
2016-07-08 07:45:27	2016-07-08 07:45:27	172.10.1.176	10.199.250.2	TCP	3152	18388	21	1214
2016-07-08 10:57:12	2016-07-08 10:57:12	172.10.1.176	10.199.250.2	TCP	3201	23259	44	2480
2016-07-08 11:24:25	2016-07-08 11:24:25	172.10.1.176	10.199.250.2	TCP	3278	32590	33	1790
2016-07-08 07:41:58	2016-07-08 07:41:58	172.10.1.176	10.199.250.2	TCP	3608	1372	14	764
2016-07-08 08:49:38	2016-07-08 08:49:38	172.10.1.176	10.199.250.2	TCP	3929	25855	14	764
2016-07-08 16:26:06	2016-07-08 16:26:06	172.10.1.176	10.199.250.2	TCP	4143	13245	14	764
2016-07-08 08:28:30	2016-07-08 08:28:30	172.10.1.176	10.199.250.2	TCP	4484	2539	30	1628
2016-07-08 07:34:25	2016-07-08 07:34:25	172.10.1.176	10.199.250.2	TCP	4499	13855	14	764
2016-07-08 07:49:36	2016-07-08 07:49:36	172.10.1.176	10.199.250.2	TCP	4621	18497	15	818
2016-07-08 14:07:09	2016-07-08 14:07:09	172.10.1.176	10.199.250.2	TCP	4801	9713	14	764
2016-07-08 14:14:29	2016-07-08 14:14:29	172.10.1.176	10.199.250.2	TCP	4920	9903	49	2654
2016-07-08 09:48:42	2016-07-08 09:48:42	172.10.1.177	10.199.250.2	TCP	1076	30174	31	1682
2016-07-08 07:28:53	2016-07-08 07:28:53	172.10.1.177	10.199.250.2	TCP	1333	33232	35	1982
2016-07-08 14:24:09	2016-07-08 14:24:09	172.10.1.177	10.199.250.2	TCP	1402	11581	52	2816
2016-07-08 14:40:38	2016-07-08 14:40:38	172.10.1.177	10.199.250.2	TCP	1487	11997	34	1844
2016-07-08 09:02:28	2016-07-08 09:02:28	172.10.1.177	10.199.250.2	TCP	1505	26199	38	2108
2016-07-08 14:52:34	2016-07-08 14:52:34	172.10.1.177	10.199.250.2	TCP	2046	12299	44	2384
2016-07-08 12:50:15	2016-07-08 12:50:15	172.10.1.177	10.199.250.2	TCP	2173	9199	14	764
2016-07-08 09:19:09	2016-07-08 09:19:09	172.10.1.177	10.199.250.2	TCP	2173	20764	52	2816
2016-07-08 09:20:04	2016-07-08 09:20:04	172.10.1.177	10.199.250.2	TCP	2190	16547	40	2168
2016-07-08 16:22:27	2016-07-08 16:22:27	172.10.1.177	10.199.250.2	TCP	2222	13152	14	764
2016-07-08 08:45:38	2016-07-08 08:45:38	172.10.1.177	10.199.250.2	TCP	2296	2983	14	764
2016-07-08 08:10:03	2016-07-08 08:10:03	172.10.1.177	10.199.250.2	TCP	2472	14771	38	2060
2016-07-08 09:33:57	2016-07-08 09:33:57	172.10.1.177	10.199.250.2	TCP	2535	21143	35	1898
2016-07-08 07:56:06	2016-07-08 07:56:06	172.10.1.177	10.199.250.2	TCP	2598	33869	44	2588
2016-07-08 09:06:03	2016-07-08 09:06:03	172.10.1.177	10.199.250.2	TCP	2622	29102	42	2276
2016-07-08 08:29:31	2016-07-08 08:29:31	172.10.1.177	10.199.250.2	TCP	2645	15258	14	764
2016-07-08 08:43:11	2016-07-08 08:43:11	172.10.1.177	10.199.250.2	TCP	2914	19861	36	2060
2016-07-08 08:54:43	2016-07-08 08:54:43	172.10.1.177	10.199.250.2	TCP	2925	20150	47	2750
2016-07-08 09:02:54	2016-07-08 09:02:54	172.10.1.177	10.199.250.2	TCP	2930	20355	36	1976
2016-07-08 07:40:26	2016-07-08 07:40:26	172.10.1.177	10.199.250.2	TCP	2992	26857	41	2270
2016-07-08 10:00:35	2016-07-08 10:00:35	172.10.1.177	10.199.250.2	TCP	3139	3454	30	1628
2016-07-08 08:46:48	2016-07-08 08:46:48	172.10.1.177	10.199.250.2	TCP	3214	19957	86	5292
2016-07-08 13:38:43	2016-07-08 13:38:43	172.10.1.177	10.199.250.2	TCP	3229	10429	14	764
2016-07-08 11:47:35	2016-07-08 11:47:35	172.10.1.177	10.199.250.2	TCP	3357	7604	14	764
2016-07-08 08:17:42	2016-07-08 08:17:42	172.10.1.177	10.199.250.2	TCP	3419	14961	14	764
2016-07-08 10:19:40	2016-07-08 10:19:40	172.10.1.177	10.199.250.2	TCP	3460	22303	37	2006
2016-07-08 12:54:31	2016-07-08 12:54:31	172.10.1.177	10.199.250.2	TCP	3636	9305	39	2114
2016-07-08 12:52:47	2016-07-08 12:52:47	172.10.1.177	10.199.250.2	TCP	4056	7823	35	1898
2016-07-08 15:08:07	2016-07-08 15:08:07	172.10.1.177	10.199.250.2	TCP	4139	12693	38	2060
2016-07-08 13:23:00	2016-07-08 13:23:00	172.10.1.177	10.199.250.2	TCP	4141	10030	41	2222
2016-07-08 10:25:30	2016-07-08 10:25:30	172.10.1.177	10.199.250.2	TCP	4275	31112	14	764
2016-07-08 09:40:26	2016-07-08 09:40:26	172.10.1.177	10.199.250.2	TCP	4398	2945	30	1628
2016-07-08 08:01:49	2016-07-08 08:01:49	172.10.1.177	10.199.250.2	TCP	4449	24980	22	1300
2016-07-08 14:28:30	2016-07-08 14:28:30	172.10.1.177	10.199.250.2	TCP	4520	11691	14	764
2016-07-08 12:45:58	2016-07-08 12:45:58	172.10.1.177	10.199.250.2	TCP	4525	9088	46	2492
2016-07-08 08:38:24	2016-07-08 08:38:24	172.10.1.177	10.199.250.2	TCP	4555	28399	14	764
2016-07-08 13:24:35	2016-07-08 13:24:35	172.10.1.177	10.199.250.2	TCP	4616	8634	53	2870
2016-07-08 08:05:40	2016-07-08 08:05:40	172.10.1.177	10.199.250.2	TCP	4663	14656	14	764
2016-07-08 12:07:07	2016-07-08 12:07:07	172.10.1.177	10.199.250.2	TCP	4665	8105	15	818
2016-07-08 09:17:48	2016-07-08 09:17:48	172.10.1.177	10.199.250.2	TCP	4672	29398	29	1574
2016-07-08 07:31:52	2016-07-08 07:31:52	172.10.1.177	10.199.250.2	TCP	4746	24170	40	2204
2016-07-08 08:49:33	2016-07-08 08:49:33	172.10.1.177	10.199.250.2	TCP	4774	1666	30	1628
2016-07-08 10:33:49	2016-07-08 10:33:49	172.10.1.177	10.199.250.2	TCP	4872	31325	45	2438
2016-07-08 07:26:53	2016-07-08 07:26:53	172.10.1.177	10.199.250.2	TCP	4932	26576	5	278
2016-07-08 10:44:49	2016-07-08 10:44:49	172.10.1.178	10.199.250.2	TCP	1143	31597	33	1954
2016-07-08 08:38:10	2016-07-08 08:38:10	172.10.1.178	10.199.250.2	TCP	1146	2794	14	764
2016-07-08 07:34:32	2016-07-08 07:34:32	172.10.1.178	10.199.250.2	TCP	1170	18142	3	186
2016-07-08 08:05:28	2016-07-08 08:05:28	172.10.1.178	10.199.250.2	TCP	1188	34099	45	2642
2016-07-08 10:17:12	2016-07-08 10:17:12	172.10.1.178	10.199.250.2	TCP	1209	5314	30	1628
2016-07-08 09:25:20	2016-07-08 09:25:20	172.10.1.178	10.199.250.2	TCP	1464	3997	53	2870
2016-07-08 14:51:58	2016-07-08 14:51:58	172.10.1.178	10.199.250.2	TCP	1641	12280	14	764
2016-07-08 09:29:15	2016-07-08 09:29:15	172.10.1.178	10.199.250.2	TCP	1666	16779	35	1898
2016-07-08 08:39:27	2016-07-08 08:39:27	172.10.1.178	10.199.250.2	TCP	1744	1419	14	764
2016-07-08 10:51:03	2016-07-08 10:51:03	172.10.1.178	10.199.250.2	TCP	1811	4733	30	1628
2016-07-08 08:11:19	2016-07-08 08:11:19	172.10.1.178	10.199.250.2	TCP	2044	2118	42	2276
2016-07-08 09:38:51	2016-07-08 09:38:51	172.10.1.178	10.199.250.2	TCP	2113	21264	14	764
2016-07-08 07:46:59	2016-07-08 07:46:59	172.10.1.178	10.199.250.2	TCP	2152	21	5	278
2016-07-08 10:38:22	2016-07-08 10:38:22	172.10.1.178	10.199.250.2	TCP	2223	22777	14	764
2016-07-08 09:59:34	2016-07-08 09:59:34	172.10.1.178	10.199.250.2	TCP	2229	21790	29	1574
2016-07-08 11:39:05	2016-07-08 11:39:05	172.10.1.178	10.199.250.2	TCP	2268	5947	30	1628
2016-07-08 07:54:50	2016-07-08 07:54:50	172.10.1.178	10.199.250.2	TCP	2329	14388	14	764
2016-07-08 08:41:09	2016-07-08 08:41:09	172.10.1.178	10.199.250.2	TCP	2359	25752	3	186
2016-07-08 08:28:55	2016-07-08 08:28:55	172.10.1.178	10.199.250.2	TCP	2468	34694	15	818
2016-07-08 16:23:01	2016-07-08 16:23:01	172.10.1.178	10.199.250.2	TCP	2490	13168	33	1790
2016-07-08 13:17:37	2016-07-08 13:17:37	172.10.1.178	10.199.250.2	TCP	2565	8458	29	1574
2016-07-08 08:10:10	2016-07-08 08:10:10	172.10.1.178	10.199.250.2	TCP	2613	14773	4	224
2016-07-08 10:00:07	2016-07-08 10:00:07	172.10.1.178	10.199.250.2	TCP	2851	30462	35	1898
2016-07-08 13:26:03	2016-07-08 13:26:03	172.10.1.178	10.199.250.2	TCP	3023	10100	14	764
2016-07-08 07:32:04	2016-07-08 07:32:04	172.10.1.178	10.199.250.2	TCP	3471	47125	14	764
2016-07-08 07:38:49	2016-07-08 07:38:49	172.10.1.178	10.199.250.2	TCP	3499	26880	43	2510
2016-07-08 08:18:29	2016-07-08 08:18:29	172.10.1.178	10.199.250.2	TCP	3669	25354	55	3174
2016-07-08 09:40:29	2016-07-08 09:40:29	172.10.1.178	10.199.250.2	TCP	3680	17066	31	1682
2016-07-08 11:24:51	2016-07-08 11:24:51	172.10.1.178	10.199.250.2	TCP	3772	32601	14	764
2016-07-08 11:20:07	2016-07-08 11:20:07	172.10.1.178	10.199.250.2	TCP	3891	6907	35	1898
2016-07-08 07:26:35	2016-07-08 07:26:35	172.10.1.178	10.199.250.2	TCP	3897	24055	55	3286
2016-07-08 10:37:05	2016-07-08 10:37:05	172.10.1.178	10.199.250.2	TCP	3943	5817	43	2330
2016-07-08 12:14:06	2016-07-08 12:14:06	172.10.1.178	10.199.250.2	TCP	3982	6840	36	1952
2016-07-08 10:47:29	2016-07-08 10:47:29	172.10.1.178	10.199.250.2	TCP	4070	23012	37	2162
2016-07-08 09:04:01	2016-07-08 09:04:01	172.10.1.178	10.199.250.2	TCP	4135	20376	14	764
2016-07-08 10:36:50	2016-07-08 10:36:50	172.10.1.178	10.199.250.2	TCP	4287	31396	14	764
2016-07-08 08:42:11	2016-07-08 08:42:11	172.10.1.178	10.199.250.2	TCP	4345	35034	42	2444
2016-07-08 10:07:02	2016-07-08 10:07:02	172.10.1.178	10.199.250.2	TCP	4367	21977	29	1574
2016-07-08 10:09:00	2016-07-08 10:09:00	172.10.1.178	10.199.250.2	TCP	4396	5103	30	1628
2016-07-08 08:52:07	2016-07-08 08:52:07	172.10.1.178	10.199.250.2	TCP	4439	20078	3	186
2016-07-08 14:05:08	2016-07-08 14:05:08	172.10.1.178	10.199.250.2	TCP	4447	11100	33	1790
2016-07-08 10:05:42	2016-07-08 10:05:42	172.10.1.178	10.199.250.2	TCP	4449	3577	14	764
2016-07-08 16:12:00	2016-07-08 16:12:00	172.10.1.178	10.199.250.2	TCP	4500	12886	14	764
2016-07-08 08:41:45	2016-07-08 08:41:45	172.10.1.178	10.199.250.2	TCP	4530	15574	29	1574
2016-07-08 07:42:38	2016-07-08 07:42:38	172.10.1.178	10.199.250.2	TCP	4557	26977	44	2668
2016-07-08 08:49:31	2016-07-08 08:49:31	172.10.1.178	10.199.250.2	TCP	4914	15766	32	1736
2016-07-08 09:54:42	2016-07-08 09:54:42	172.10.1.178	10.199.250.2	TCP	4946	3299	14	764
2016-07-08 11:03:09	2016-07-08 11:03:09	172.10.1.179	10.199.250.2	TCP	1375	5045	14	764
2016-07-08 09:53:46	2016-07-08 09:53:46	172.10.1.179	10.199.250.2	TCP	1517	30307	14	764
2016-07-08 09:18:26	2016-07-08 09:18:26	172.10.1.179	10.199.250.2	TCP	1533	20748	14	764
2016-07-08 12:53:50	2016-07-08 12:53:50	172.10.1.179	10.199.250.2	TCP	1654	7853	14	764
2016-07-08 09:14:22	2016-07-08 09:14:22	172.10.1.179	10.199.250.2	TCP	1776	21	28	1708
2016-07-08 09:25:29	2016-07-08 09:25:29	172.10.1.179	10.199.250.2	TCP	1786	2564	30	1628
2016-07-08 08:29:35	2016-07-08 08:29:35	172.10.1.179	10.199.250.2	TCP	1947	2568	14	764
2016-07-08 15:10:58	2016-07-08 15:10:58	172.10.1.179	10.199.250.2	TCP	1955	12769	34	1844
2016-07-08 10:15:20	2016-07-08 10:15:20	172.10.1.179	10.199.250.2	TCP	1968	17946	57	3446
2016-07-08 12:37:58	2016-07-08 12:37:58	172.10.1.179	10.199.250.2	TCP	2095	7448	29	1574
2016-07-08 08:27:51	2016-07-08 08:27:51	172.10.1.179	10.199.250.2	TCP	2097	19464	33	1790
2016-07-08 09:33:41	2016-07-08 09:33:41	172.10.1.179	10.199.250.2	TCP	2186	21133	47	2546
2016-07-08 09:45:38	2016-07-08 09:45:38	172.10.1.179	10.199.250.2	TCP	2322	30102	36	1952
2016-07-08 09:11:50	2016-07-08 09:11:50	172.10.1.179	10.199.250.2	TCP	2764	16337	14	764
2016-07-08 12:41:24	2016-07-08 12:41:24	172.10.1.179	10.199.250.2	TCP	2878	7538	14	764
2016-07-08 07:40:58	2016-07-08 07:40:58	172.10.1.179	10.199.250.2	TCP	2935	24428	23	1306
2016-07-08 14:17:19	2016-07-08 14:17:19	172.10.1.179	10.199.250.2	TCP	3056	11353	39	2114
2016-07-08 09:29:43	2016-07-08 09:29:43	172.10.1.179	10.199.250.2	TCP	3142	2666	30	1628
2016-07-08 08:40:47	2016-07-08 08:40:47	172.10.1.179	10.199.250.2	TCP	3144	28452	14	764
2016-07-08 14:57:47	2016-07-08 14:57:47	172.10.1.179	10.199.250.2	TCP	3261	11001	35	1898
2016-07-08 13:37:40	2016-07-08 13:37:40	172.10.1.179	10.199.250.2	TCP	3312	8970	37	2006
2016-07-08 08:59:03	2016-07-08 08:59:03	172.10.1.179	10.199.250.2	TCP	3415	20258	14	764
2016-07-08 07:32:04	2016-07-08 07:32:04	172.10.1.179	10.199.250.2	TCP	3433	47123	29	1574
2016-07-08 13:05:11	2016-07-08 13:05:11	172.10.1.179	10.199.250.2	TCP	3608	8137	52	2816
2016-07-08 13:19:07	2016-07-08 13:19:07	172.10.1.179	10.199.250.2	TCP	3666	9930	43	2330
2016-07-08 11:20:03	2016-07-08 11:20:03	172.10.1.179	10.199.250.2	TCP	3828	6906	35	1898
2016-07-08 10:53:05	2016-07-08 10:53:05	172.10.1.179	10.199.250.2	TCP	3886	6224	45	2438
2016-07-08 10:20:21	2016-07-08 10:20:21	172.10.1.179	10.199.250.2	TCP	4102	22316	17	950
2016-07-08 10:40:15	2016-07-08 10:40:15	172.10.1.179	10.199.250.2	TCP	4408	4460	33	1790
2016-07-08 13:35:44	2016-07-08 13:35:44	172.10.1.179	10.199.250.2	TCP	4485	10362	45	2438
2016-07-08 13:56:47	2016-07-08 13:56:47	172.10.1.179	10.199.250.2	TCP	4511	9457	30	1628
2016-07-08 12:14:33	2016-07-08 12:14:33	172.10.1.179	10.199.250.2	TCP	4603	6848	37	2006
2016-07-08 14:11:28	2016-07-08 14:11:28	172.10.1.179	10.199.250.2	TCP	4612	11258	46	2492
2016-07-08 07:28:41	2016-07-08 07:28:41	172.10.1.179	10.199.250.2	TCP	4776	33228	3	186
