firstseen	srcip	dstip	sport	dport	pkts	bytes
2013-04-06 11:35:32	10.9.81.5	172.10.0.2	62560	14738	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.9	62560	24759	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.8	62560	37089	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.7	62560	31078	0	0
2013-04-06 11:35:32	10.9.81.5	172.20.0.6	62560	26397	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.5	62560	19151	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.4	62560	46443	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.3	62560	58604	1	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.2	62560	60158	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.2	62559	10827	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.8	62559	24331	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.8	62561	58925	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.8	62605	80	1	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.2	62608	389	1	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.8	62559	3766	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.7	62559	13723	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.4	62559	21856	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.3	62559	15879	1	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.2	62559	17169	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.8	62559	42248	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.7	62559	58372	0	0
2013-04-06 11:35:32	10.9.81.5	172.20.0.6	62559	11778	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.3	62559	18868	1	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.8	62561	1213	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.8	62561	39709	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.2	62560	25603	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.2	62561	30031	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.8	62560	39709	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.7	62561	36186	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.2	62561	34600	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.8	62560	47990	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.2	62560	30031	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.7	62561	45851	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.2	62560	33051	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.7	62560	36186	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.5	62560	58917	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.2	62560	34600	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.2	62559	30031	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.8	62559	47990	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.3	62559	30801	1	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.2	62559	33051	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.8	62559	39709	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.2	62559	34600	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.9	62559	11778	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.8	62559	1213	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.7	62559	36186	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.3	62559	43798	1	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.2	62559	25603	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.7	62560	45851	0	0
2013-04-06 11:35:32	10.9.81.5	172.20.0.6	62560	24759	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.4	62560	63755	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.5	62595	3389	0	0
2013-04-06 11:35:29	10.9.81.5	172.10.0.3	62559	45889	1	0
2013-04-06 11:35:29	10.9.81.5	172.10.0.2	62559	55736	0	0
2013-04-06 11:35:29	10.9.81.5	172.10.0.9	62559	48921	0	0
2013-04-06 11:35:29	10.9.81.5	172.10.0.7	62560	57711	0	0
2013-04-06 11:35:29	10.9.81.5	172.10.0.8	62561	16164	0	0
2013-04-06 11:35:29	10.9.81.5	172.10.0.7	62561	38854	0	0
2013-04-06 11:35:29	10.9.81.5	172.10.0.8	62561	25613	0	0
2013-04-06 11:35:29	10.9.81.5	172.10.0.7	62561	32959	0	0
2013-04-06 11:35:29	10.9.81.5	172.10.0.2	62561	36100	0	0
2013-04-06 11:35:29	10.9.81.5	172.10.0.8	62561	46835	0	0
2013-04-06 11:35:29	10.9.81.5	172.10.0.7	62561	52503	0	0
2013-04-06 11:35:29	10.9.81.5	172.10.0.2	62561	3568	0	0
2013-04-06 11:35:29	10.9.81.5	172.10.0.8	62560	16164	0	0
2013-04-06 11:35:29	10.9.81.5	172.10.0.7	62560	38854	0	0
2013-04-06 11:35:29	10.9.81.5	172.10.0.2	62561	31316	0	0
2013-04-06 11:35:29	10.9.81.5	172.10.0.8	62561	54338	0	0
2013-04-06 11:35:29	10.9.81.5	172.10.0.7	62561	4183	0	0
2013-04-06 11:35:29	10.9.81.5	172.10.0.2	62561	25633	0	0
2013-04-06 11:35:29	10.9.81.5	172.10.0.8	62560	25613	0	0
2013-04-06 11:35:29	10.9.81.5	172.10.0.7	62560	32959	0	0
2013-04-06 11:35:29	10.9.81.5	172.10.0.2	62560	25633	0	0
2013-04-06 11:35:29	10.9.81.5	172.10.0.8	62560	54338	0	0
2013-04-06 11:35:29	10.9.81.5	172.10.0.7	62560	4183	0	0
2013-04-06 11:35:29	10.9.81.5	172.10.0.5	62560	21856	0	0
2013-04-06 11:35:29	10.9.81.5	172.10.0.4	62560	36306	0	0
2013-04-06 11:35:29	10.9.81.5	172.10.0.2	62560	31316	0	0
2013-04-06 11:35:29	10.9.81.5	172.10.0.8	62603	80	1	0
2013-04-06 11:35:29	10.9.81.5	172.10.0.2	62606	389	1	0
2013-04-06 11:35:29	10.9.81.5	172.10.0.8	62559	25613	0	0
2013-04-06 11:35:29	10.9.81.5	172.10.0.7	62559	32959	0	0
2013-04-06 11:35:29	10.9.81.5	172.10.0.2	62559	36100	0	0
2013-04-06 11:35:29	10.9.81.5	172.10.0.8	62559	46835	0	0
2013-04-06 11:35:29	10.9.81.5	172.10.0.7	62559	52503	0	0
2013-04-06 11:35:29	10.9.81.5	172.10.0.3	62559	63647	1	0
2013-04-06 11:35:29	10.9.81.5	172.10.0.2	62559	3568	0	0
2013-04-06 11:35:29	10.9.81.5	172.10.0.7	62559	4183	0	0
2013-04-06 11:35:29	10.9.81.5	172.10.0.3	62559	23047	1	0
2013-04-06 11:35:29	10.9.81.5	172.10.0.2	62559	31316	0	0
2013-04-06 11:35:29	10.9.81.5	172.10.0.8	62559	54338	0	0
2013-04-06 11:35:29	10.9.81.5	172.10.0.7	62559	38854	0	0
2013-04-06 11:35:29	10.9.81.5	172.10.0.5	62559	21856	0	0
2013-04-06 11:35:29	10.9.81.5	172.10.0.4	62559	36306	0	0
2013-04-06 11:35:29	10.9.81.5	172.10.0.3	62559	55976	1	0
2013-04-06 11:35:29	10.9.81.5	172.10.0.2	62559	25633	0	0
2013-04-06 11:35:29	10.9.81.5	172.10.0.8	62559	16164	0	0
2013-04-06 11:35:29	10.9.81.5	172.10.0.7	62559	57711	0	0
2013-04-06 11:35:29	10.9.81.5	172.10.0.8	62561	58757	0	0
2013-04-06 11:35:29	10.9.81.5	172.10.0.9	62591	3389	0	0
2013-04-06 11:35:29	10.9.81.5	172.10.0.3	62559	4417	1	0
2013-04-06 11:35:29	10.9.81.5	172.20.0.6	62560	60683	0	0
2013-04-06 11:35:29	10.9.81.5	172.10.0.2	62561	32752	0	0
2013-04-06 11:35:29	10.9.81.5	172.10.0.7	62606	80	1	0
2013-04-06 11:35:29	10.9.81.5	172.10.0.9	62560	2696	0	0
2013-04-06 11:35:29	10.9.81.5	172.10.0.8	62560	58757	0	0
2013-04-06 11:35:29	10.9.81.5	172.20.0.6	62559	60683	0	0
2013-04-06 11:35:29	10.9.81.5	172.10.0.4	62560	45244	0	0
2013-04-06 11:35:29	10.9.81.5	172.10.0.2	62560	32752	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.2	62559	14930	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.8	62559	63148	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.8	62560	58925	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.7	62608	80	1	0
2013-04-06 11:35:33	10.9.81.5	172.10.0.7	62559	11141	0	0
2013-04-06 11:35:33	10.9.81.5	172.20.0.6	62559	48536	0	0
2013-04-06 11:35:33	10.9.81.5	172.10.0.7	62561	34776	0	0
2013-04-06 11:35:33	10.9.81.5	172.10.0.7	62561	32561	0	0
2013-04-06 11:35:33	10.9.81.5	172.10.0.8	62561	56398	0	0
2013-04-06 11:35:33	10.9.81.5	172.10.0.7	62561	39744	0	0
2013-04-06 11:35:33	10.9.81.5	172.10.0.8	62561	46018	0	0
2013-04-06 11:35:33	10.9.81.5	172.10.0.7	62561	58170	0	0
2013-04-06 11:35:33	10.9.81.5	172.20.0.6	62596	3389	0	0
2013-04-06 11:35:31	10.9.81.5	172.10.0.4	62560	41849	0	0
2013-04-06 11:35:31	10.9.81.5	172.10.0.3	62560	37076	1	0
2013-04-06 11:35:31	10.9.81.5	172.20.0.6	62559	53424	0	0
2013-04-06 11:35:31	10.9.81.5	172.10.0.2	62559	29927	0	0
2013-04-06 11:35:31	10.9.81.5	172.10.0.9	62559	26397	0	0
2013-04-06 11:35:31	10.9.81.5	172.10.0.8	62559	63772	0	0
2013-04-06 11:35:31	10.9.81.5	172.10.0.5	62559	2696	0	0
2013-04-06 11:35:31	10.9.81.5	172.10.0.3	62559	31160	1	0
2013-04-06 11:35:31	10.9.81.5	172.10.0.8	62559	2312	0	0
2013-04-06 11:35:31	10.9.81.5	172.10.0.7	62559	45838	0	0
2013-04-06 11:35:31	10.9.81.5	172.10.0.8	62561	44780	0	0
2013-04-06 11:35:31	10.9.81.5	172.10.0.8	62561	23937	0	0
2013-04-06 11:35:31	10.9.81.5	172.10.0.2	62561	37293	0	0
2013-04-06 11:35:31	10.9.81.5	172.10.0.8	62561	19391	0	0
2013-04-06 11:35:31	10.9.81.5	172.10.0.2	62561	38097	0	0
2013-04-06 11:35:31	10.9.81.5	172.10.0.8	62561	20391	0	0
2013-04-06 11:35:31	10.9.81.5	172.10.0.2	62561	28064	0	0
2013-04-06 11:35:31	10.9.81.5	172.10.0.2	62561	37620	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.2	62559	41727	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.8	62559	5016	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.8	62560	3766	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.7	62560	13723	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.3	62559	24874	1	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.2	62559	24630	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.8	62559	58133	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.8	62560	42248	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.7	62560	58372	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.2	62560	17169	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.3	62559	25090	1	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.2	62559	14976	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.9	62559	5095	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.8	62559	16544	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.5	62559	53424	0	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.3	62559	442	1	0
2013-04-06 11:35:32	10.9.81.5	172.10.0.2	62561	25603	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62559	30111	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.3	62559	7227	1	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62559	58170	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62559	23317	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.3	62559	26657	1	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62559	23066	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62559	19868	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.3	62559	42304	1	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62559	45889	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.3	62559	17598	1	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62559	30995	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62559	63647	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.3	62559	24741	1	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62559	39744	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62559	23047	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.3	62559	50300	1	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62560	46398	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.7	62560	35681	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62559	55976	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62560	57608	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62559	34776	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62559	4417	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.3	62559	58463	1	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62559	32561	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62559	37713	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.9	62560	28928	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62561	35837	0	0
2013-04-06 11:35:35	10.9.81.5	172.20.0.6	62560	7511	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.5	62560	48536	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.4	62560	2696	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62560	48551	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62561	33691	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62561	13723	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62561	53978	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62561	40972	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62561	58372	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62559	46398	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.7	62559	35681	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62561	16899	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62561	36186	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62561	21071	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62561	45851	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62561	23634	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62561	31078	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62561	64713	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62561	23166	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.3	62559	65222	1	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62559	57608	0	0
2013-04-06 11:35:35	10.9.81.5	172.20.0.6	62559	7511	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.5	62559	48536	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.4	62559	2696	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.3	62559	7442	1	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62559	48551	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.9	62559	28928	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62561	38017	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62561	23840	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62561	30737	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62561	45838	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62560	35837	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62561	51946	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62560	33691	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62560	13723	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62560	58372	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62560	64713	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62560	23166	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62560	23634	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62560	31078	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62560	21071	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62560	45851	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62560	16899	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62560	36186	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62559	35837	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62561	30380	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62560	30737	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62561	13043	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62560	23840	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62560	51946	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62560	38017	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.7	62561	26674	0	0
2013-04-06 11:35:35	10.9.81.5	172.20.0.6	62560	28928	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.5	62560	52542	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.4	62560	60683	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62560	45838	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62559	13723	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62559	33691	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.3	62559	17451	1	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62559	53978	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.3	62559	42259	1	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62559	58372	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62559	40972	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62559	36186	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62559	16899	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62559	45851	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62559	21071	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.3	62559	49157	1	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62559	31078	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62559	23634	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.3	62559	24720	1	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62559	23166	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62559	64713	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62559	5722	1	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62559	38017	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62559	45838	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62559	23840	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.4	62559	60683	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.3	62559	7398	1	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62559	51946	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62559	30737	0	0
2013-04-06 11:35:35	10.9.81.5	172.20.0.6	62559	28928	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.5	62559	52542	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.9	62560	40403	0	0
2013-04-06 11:35:34	10.9.81.5	172.10.0.5	62559	11778	0	0
2013-04-06 11:35:34	10.9.81.5	172.10.0.7	62561	11141	0	0
2013-04-06 11:35:34	10.9.81.5	172.10.0.2	62560	38854	0	0
2013-04-06 11:35:34	10.9.81.5	172.10.0.2	62559	38854	0	0
2013-04-06 11:35:34	10.9.81.5	172.10.0.7	62560	11141	0	0
2013-04-06 11:35:34	10.9.81.5	172.20.0.6	62560	48536	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62560	37076	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.4	62560	48921	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62560	30580	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62559	57819	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62559	15879	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.3	62559	63600	1	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62559	7894	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62559	18868	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.9	62560	48777	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62560	37790	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62559	6743	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62559	30801	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.3	62559	13551	1	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62608	80	1	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62559	43798	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.3	62559	41528	1	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62559	6876	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62559	44830	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.3	62559	17359	1	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62559	277	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62559	2818	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.3	62559	63355	1	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62559	31898	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62559	58604	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62561	60876	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62561	1814	0	0
2013-04-06 11:35:35	10.9.81.5	172.20.0.6	62560	38323	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62561	35681	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.5	62597	3389	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.3	62559	62256	1	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62559	21103	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62559	28419	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.3	62559	20009	1	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62561	25971	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62559	31160	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.3	62559	35409	1	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62559	37076	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.3	62559	880	1	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.4	62559	48921	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.3	62559	1299	1	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62559	30580	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.9	62559	11814	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62559	2452	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.7	62559	25971	0	0
2013-04-06 11:35:35	10.9.81.5	172.20.0.6	62559	45711	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.3	62559	15944	1	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62559	37790	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.9	62559	48777	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.7	62611	80	1	0
2013-04-06 11:35:35	10.9.81.5	172.20.0.6	62559	38323	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.5	62559	40403	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62561	4417	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62561	37713	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62560	1814	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62561	55976	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62561	34776	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62560	60876	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62561	32561	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62561	45889	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62560	35681	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62561	63647	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62560	25971	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62561	30111	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62561	30995	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.9	62594	3389	1	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62561	29235	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62561	26674	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62561	59903	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62561	40381	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62561	63797	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62561	41807	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62561	11141	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62561	23317	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62561	58170	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62561	19868	0	0
2013-04-06 11:35:35	10.9.81.5	172.20.0.6	62560	48777	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62561	23066	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.9	62560	7511	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62561	23047	0	0
2013-04-06 11:35:35	10.9.81.5	172.20.0.6	62560	11814	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.5	62560	37676	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62561	39744	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.8	62560	59903	0	0
2013-04-06 11:35:35	10.9.81.5	172.10.0.2	62560	40381	0	0
